Date,Time,Latitude,N/S,Longitude,E/W,Alt,Knots,m/s,Time,Distance,Velocity Regime (0.25m/s) (EMA smoothed),Miles Per Hour,MPH Regime,Acceleration,
231214,215418.8,2806.618,N,8242.9808,W,24.4,2.67,1.37,0.20,33.96,1.42,3.18,3.00,-0.91,
231214,215419,2806.6183,N,8242.9806,W,24.4,2.52,1.30,0.20,34.22,1.32,2.96,2.75,-0.96,
231214,215419.2,2806.6185,N,8242.9805,W,24.4,2.46,1.27,0.20,34.48,1.28,2.86,2.75,-0.95,
231214,215419.4,2806.6187,N,8242.9803,W,24.3,2.39,1.23,0.20,34.73,1.24,2.77,2.75,-0.80,
231214,215419.6,2806.6188,N,8242.9803,W,24.3,1.72,0.88,0.20,34.92,0.96,2.14,2.00,-0.66,
231214,215419.8,2806.6188,N,8242.9802,W,24.2,1.26,0.65,0.20,35.06,0.71,1.59,1.50,-0.71,
231214,215420,2806.6189,N,8242.9801,W,24.2,0.96,0.49,0.20,35.17,0.54,1.20,1.00,-0.78,
231214,215420.2,2806.6191,N,8242.98,W,24.1,0.87,0.45,0.20,35.26,0.47,1.04,1.00,-0.81,
231214,215420.4,2806.6193,N,8242.9799,W,24.1,0.88,0.45,0.20,35.35,0.46,1.02,1.00,-0.78,
231214,215420.6,2806.6194,N,8242.9798,W,24,0.8,0.41,0.20,35.44,0.42,0.94,0.75,-0.54,
231214,215420.8,2806.6195,N,8242.9797,W,24,0.76,0.39,0.20,35.51,0.40,0.89,0.75,-0.31,
231214,215421,2806.6196,N,8242.9797,W,24,0.76,0.39,0.20,35.59,0.39,0.88,0.75,-0.14,
231214,215421.2,2806.6196,N,8242.9796,W,24,0.78,0.40,0.20,35.67,0.40,0.89,0.75,-0.07,
231214,215421.4,2806.6197,N,8242.9796,W,23.9,0.8,0.41,0.20,35.76,0.41,0.92,0.75,-0.05,
231214,215421.6,2806.6199,N,8242.9795,W,23.9,0.91,0.47,0.20,35.85,0.46,1.02,1.00,0.04,
231214,215421.8,2806.6201,N,8242.9793,W,23.9,0.96,0.49,0.20,35.94,0.49,1.09,1.00,0.09,
231214,215422,2806.6203,N,8242.9792,W,23.9,0.86,0.44,0.20,36.03,0.45,1.01,1.00,0.06,
231214,215422.2,2806.6204,N,8242.9792,W,23.8,0.78,0.40,0.20,36.12,0.41,0.92,0.75,0.01,
231214,215422.4,2806.6206,N,8242.9791,W,23.8,0.69,0.35,0.20,36.19,0.37,0.82,0.75,-0.04,
231214,215422.6,2806.6207,N,8242.979,W,23.7,0.6,0.31,0.20,36.25,0.32,0.72,0.50,-0.14,
231214,215422.8,2806.6208,N,8242.9789,W,23.7,0.55,0.28,0.20,36.31,0.29,0.65,0.50,-0.20,
231214,215423,2806.6209,N,8242.9788,W,23.7,0.53,0.27,0.20,36.37,0.28,0.62,0.50,-0.17,
231214,215423.2,2806.6211,N,8242.9786,W,23.6,0.59,0.30,0.20,36.43,0.30,0.67,0.50,-0.11,
231214,215423.4,2806.6213,N,8242.9784,W,23.6,0.69,0.35,0.20,36.49,0.34,0.77,0.75,-0.02,
231214,215423.6,2806.6214,N,8242.9783,W,23.6,0.73,0.38,0.20,36.57,0.37,0.83,0.75,0.05,
231214,215423.8,2806.6215,N,8242.9782,W,23.5,0.75,0.39,0.20,36.65,0.38,0.86,0.75,0.09,
231214,215424,2806.6216,N,8242.9781,W,23.5,0.71,0.37,0.20,36.72,0.37,0.82,0.75,0.09,
231214,215424.2,2806.6216,N,8242.9781,W,23.5,0.66,0.34,0.20,36.79,0.35,0.77,0.75,0.05,
231214,215424.4,2806.6216,N,8242.9781,W,23.5,0.47,0.24,0.20,36.84,0.26,0.59,0.50,-0.08,
231214,215424.6,2806.6216,N,8242.9781,W,23.4,0.3,0.15,0.20,36.88,0.18,0.39,0.25,-0.19,
231214,215424.8,2806.6216,N,8242.9781,W,23.4,0.26,0.13,0.20,36.90,0.14,0.32,0.25,-0.24,
231214,215425,2806.6217,N,8242.978,W,23.4,0.31,0.16,0.20,36.94,0.16,0.35,0.25,-0.21,
231214,215425.2,2806.6218,N,8242.978,W,23.4,0.35,0.18,0.20,36.97,0.18,0.39,0.25,-0.17,
231214,215425.4,2806.6219,N,8242.9779,W,23.4,0.43,0.22,0.20,37.01,0.21,0.47,0.25,-0.05,
231214,215425.6,2806.622,N,8242.9778,W,23.4,0.44,0.23,0.20,37.06,0.22,0.50,0.25,0.05,
231214,215425.8,2806.622,N,8242.9779,W,23.4,0.4,0.21,0.20,37.10,0.21,0.47,0.25,0.07,
231214,215426,2806.622,N,8242.9779,W,23.4,0.35,0.18,0.20,37.14,0.19,0.42,0.25,0.03,
231214,215426.2,2806.622,N,8242.9778,W,23.3,0.33,0.17,0.20,37.17,0.17,0.39,0.25,-0.00,
231214,215426.4,2806.6221,N,8242.9778,W,23.3,0.33,0.17,0.20,37.21,0.17,0.38,0.25,-0.04,
231214,215426.6,2806.6221,N,8242.9778,W,23.3,0.29,0.15,0.20,37.24,0.15,0.34,0.25,-0.07,
231214,215426.8,2806.6221,N,8242.9778,W,23.3,0.29,0.15,0.20,37.27,0.15,0.34,0.25,-0.06,
231214,215427,2806.6222,N,8242.9777,W,23.3,0.31,0.16,0.20,37.30,0.16,0.35,0.25,-0.03,
231214,215427.2,2806.6222,N,8242.9777,W,23.3,0.32,0.16,0.20,37.33,0.16,0.37,0.25,-0.01,
231214,215427.4,2806.6223,N,8242.9777,W,23.3,0.31,0.16,0.20,37.36,0.16,0.36,0.25,-0.01,
231214,215427.6,2806.6223,N,8242.9777,W,23.3,0.29,0.15,0.20,37.39,0.15,0.34,0.25,-0.00,
231214,215427.8,2806.6223,N,8242.9777,W,23.3,0.26,0.13,0.20,37.42,0.14,0.31,0.25,-0.01,
231214,215428,2806.6223,N,8242.9777,W,23.3,0.23,0.12,0.20,37.44,0.12,0.27,0.25,-0.04,
231214,215428.2,2806.6223,N,8242.9777,W,23.3,0.23,0.12,0.20,37.47,0.12,0.27,0.25,-0.04,
231214,215428.4,2806.6223,N,8242.9777,W,23.3,0.22,0.11,0.20,37.49,0.11,0.26,0.25,-0.05,
231214,215428.6,2806.6223,N,8242.9777,W,23.3,0.19,0.10,0.20,37.51,0.10,0.23,0.00,-0.05,
231214,215428.8,2806.6223,N,8242.9777,W,23.3,0.18,0.09,0.20,37.53,0.09,0.21,0.00,-0.04,
231214,215429,2806.6223,N,8242.9777,W,23.3,0.22,0.11,0.20,37.55,0.11,0.24,0.00,-0.01,
231214,215429.2,2806.6224,N,8242.9777,W,23.3,0.24,0.12,0.20,37.58,0.12,0.27,0.25,0.00,
231214,215429.4,2806.6224,N,8242.9777,W,23.3,0.28,0.14,0.20,37.60,0.14,0.31,0.25,0.03,
231214,215429.6,2806.6224,N,8242.9777,W,23.3,0.31,0.16,0.20,37.63,0.16,0.35,0.25,0.05,
231214,215429.8,2806.6224,N,8242.9777,W,23.3,0.43,0.22,0.20,37.68,0.21,0.47,0.25,0.11,
231214,215430,2806.6224,N,8242.9776,W,23.3,0.51,0.26,0.20,37.73,0.25,0.56,0.50,0.14,
231214,215430.2,2806.6224,N,8242.9776,W,23.3,0.52,0.27,0.20,37.78,0.26,0.59,0.50,0.14,
231214,215430.4,2806.6224,N,8242.9776,W,23.3,0.54,0.28,0.20,37.83,0.28,0.62,0.50,0.14,
231214,215430.6,2806.6224,N,8242.9775,W,23.3,0.59,0.30,0.20,37.89,0.30,0.67,0.50,0.14,
231214,215430.8,2806.6223,N,8242.9775,W,23.2,0.68,0.35,0.20,37.96,0.34,0.76,0.75,0.13,
231214,215431,2806.6222,N,8242.9773,W,23.2,0.82,0.42,0.20,38.04,0.41,0.91,0.75,0.15,
231214,215431.2,2806.6221,N,8242.9773,W,23.2,0.88,0.45,0.20,38.13,0.44,0.99,0.75,0.18,
231214,215431.4,2806.622,N,8242.9772,W,23.2,0.99,0.51,0.20,38.23,0.50,1.11,1.00,0.22,
231214,215431.6,2806.6219,N,8242.9771,W,23.1,1.09,0.56,0.20,38.34,0.55,1.23,1.00,0.25,
231214,215431.8,2806.6218,N,8242.977,W,23.1,1.16,0.60,0.20,38.46,0.59,1.31,1.25,0.25,
231214,215432,2806.6217,N,8242.9769,W,23.1,1.25,0.64,0.20,38.58,0.63,1.41,1.25,0.23,
231214,215432.2,2806.6216,N,8242.9768,W,23.1,1.32,0.68,0.20,38.72,0.67,1.50,1.25,0.23,
231214,215432.4,2806.6216,N,8242.9767,W,23.1,1.37,0.70,0.20,38.86,0.70,1.56,1.50,0.20,
231214,215432.6,2806.6214,N,8242.9766,W,23,1.47,0.76,0.20,39.01,0.74,1.67,1.50,0.20,
231214,215432.8,2806.6214,N,8242.9765,W,23,1.57,0.81,0.20,39.17,0.79,1.78,1.75,0.21,
231214,215433,2806.6214,N,8242.9763,W,23,1.71,0.88,0.20,39.34,0.86,1.93,1.75,0.23,
231214,215433.2,2806.6213,N,8242.9761,W,23,1.78,0.92,0.20,39.52,0.91,2.02,2.00,0.24,
231214,215433.4,2806.6213,N,8242.976,W,23,1.88,0.97,0.20,39.71,0.95,2.14,2.00,0.26,
231214,215433.6,2806.6213,N,8242.9758,W,23,1.98,1.02,0.20,39.91,1.01,2.25,2.25,0.26,
231214,215433.8,2806.6212,N,8242.9756,W,23,2.2,1.13,0.20,40.13,1.11,2.48,2.25,0.31,
231214,215434,2806.6212,N,8242.9755,W,23,2.24,1.15,0.20,40.36,1.14,2.56,2.50,0.28,
231214,215434.2,2806.6212,N,8242.9753,W,23,2.25,1.16,0.20,40.59,1.15,2.58,2.50,0.25,
231214,215434.4,2806.6212,N,8242.9752,W,23,2.16,1.11,0.20,40.82,1.12,2.51,2.50,0.17,
231214,215434.6,2806.6212,N,8242.975,W,23,2.09,1.08,0.20,41.03,1.08,2.43,2.25,0.08,
231214,215434.8,2806.6213,N,8242.9748,W,23,2.38,1.22,0.20,41.27,1.20,2.68,2.50,0.09,
231214,215435,2806.6213,N,8242.9746,W,23,2.76,1.42,0.20,41.55,1.38,3.08,3.00,0.23,
231214,215435.2,2806.6213,N,8242.9743,W,23,2.99,1.54,0.20,41.85,1.51,3.37,3.25,0.35,
231214,215435.4,2806.6213,N,8242.9741,W,23,3.37,1.73,0.20,42.19,1.69,3.78,3.75,0.57,
231214,215435.6,2806.6212,N,8242.9738,W,23,3.94,2.03,0.20,42.58,1.96,4.38,4.25,0.87,
231214,215435.8,2806.6211,N,8242.9735,W,23,4.26,2.19,0.20,43.01,2.14,4.80,4.75,0.95,
231214,215436,2806.6211,N,8242.9733,W,23,4.25,2.19,0.20,43.44,2.18,4.87,4.75,0.80,
231214,215436.2,2806.621,N,8242.973,W,23,4.38,2.25,0.20,43.89,2.24,5.01,5.00,0.73,
231214,215436.4,2806.621,N,8242.9726,W,23,4.68,2.41,0.20,44.36,2.37,5.31,5.25,0.69,
231214,215436.6,2806.621,N,8242.9722,W,23.1,5.02,2.58,0.20,44.87,2.54,5.68,5.50,0.58,
231214,215436.8,2806.6209,N,8242.9718,W,23.1,5.28,2.72,0.20,45.41,2.68,6.00,5.75,0.54,
231214,215437,2806.6209,N,8242.9715,W,23.1,5.31,2.73,0.20,45.95,2.72,6.09,6.00,0.54,
231214,215437.2,2806.6209,N,8242.9711,W,23.1,5.4,2.78,0.20,46.51,2.77,6.19,6.00,0.53,
231214,215437.4,2806.621,N,8242.9706,W,23.1,5.85,3.01,0.20,47.10,2.96,6.62,6.50,0.59,
231214,215437.6,2806.621,N,8242.9701,W,23,6.05,3.11,0.20,47.71,3.08,6.90,6.75,0.54,
231214,215437.8,2806.6211,N,8242.9696,W,23,6.4,3.29,0.20,48.36,3.25,7.27,7.25,0.57,
231214,215438,2806.6212,N,8242.9691,W,23,6.49,3.34,0.20,49.03,3.32,7.43,7.25,0.60,
231214,215438.2,2806.6213,N,8242.9686,W,23,6.41,3.30,0.20,49.69,3.30,7.39,7.25,0.54,
231214,215438.4,2806.6213,N,8242.9682,W,23,6.31,3.25,0.20,50.34,3.26,7.29,7.25,0.30,
231214,215438.6,2806.6214,N,8242.9677,W,23,6.34,3.26,0.20,50.99,3.26,7.29,7.25,0.18,
231214,215438.8,2806.6215,N,8242.9672,W,22.9,6.49,3.34,0.20,51.66,3.32,7.43,7.25,0.07,
231214,215439,2806.6215,N,8242.9668,W,22.9,6.58,3.38,0.20,52.33,3.37,7.55,7.50,0.05,
231214,215439.2,2806.6215,N,8242.9663,W,22.9,6.63,3.41,0.20,53.01,3.40,7.61,7.50,0.10,
231214,215439.4,2806.6215,N,8242.9659,W,22.9,6.6,3.40,0.20,53.69,3.40,7.60,7.50,0.14,
231214,215439.6,2806.6215,N,8242.9654,W,22.9,6.54,3.36,0.20,54.37,3.37,7.54,7.50,0.11,
231214,215439.8,2806.6215,N,8242.965,W,22.9,6.76,3.48,0.20,55.06,3.46,7.73,7.50,0.13,
231214,215440,2806.6216,N,8242.9645,W,22.9,6.85,3.52,0.20,55.76,3.51,7.85,7.75,0.14,
231214,215440.2,2806.6216,N,8242.964,W,22.9,6.96,3.58,0.20,56.47,3.57,7.98,7.75,0.16,
231214,215440.4,2806.6215,N,8242.9636,W,22.8,7.05,3.63,0.20,57.20,3.61,8.09,8.00,0.22,
231214,215440.6,2806.6215,N,8242.9631,W,22.8,6.91,3.55,0.20,57.91,3.57,7.98,7.75,0.20,
231214,215440.8,2806.6215,N,8242.9627,W,22.8,6.86,3.53,0.20,58.62,3.54,7.91,7.75,0.08,
231214,215441,2806.6215,N,8242.9623,W,22.8,6.78,3.49,0.20,59.32,3.50,7.83,7.75,-0.01,
231214,215441.2,2806.6215,N,8242.9618,W,22.8,6.69,3.44,0.20,60.01,3.45,7.72,7.50,-0.11,
231214,215441.4,2806.6215,N,8242.9613,W,22.8,6.81,3.50,0.20,60.70,3.49,7.82,7.75,-0.12,
231214,215441.6,2806.6215,N,8242.9608,W,22.8,6.94,3.57,0.20,61.42,3.55,7.95,7.75,-0.01,
231214,215441.8,2806.6216,N,8242.9602,W,22.7,7.13,3.67,0.20,62.14,3.65,8.16,8.00,0.11,
231214,215442,2806.6217,N,8242.9597,W,22.7,7.31,3.76,0.20,62.89,3.74,8.36,8.25,0.24,
231214,215442.2,2806.6217,N,8242.9592,W,22.7,7.26,3.73,0.20,63.64,3.74,8.36,8.25,0.28,
231214,215442.4,2806.6217,N,8242.9587,W,22.6,7.19,3.70,0.20,64.38,3.71,8.29,8.25,0.21,
231214,215442.6,2806.6218,N,8242.9582,W,22.6,6.91,3.55,0.20,65.10,3.58,8.02,8.00,0.03,
231214,215442.8,2806.6219,N,8242.9577,W,22.6,6.73,3.46,0.20,65.79,3.49,7.80,7.75,-0.16,
231214,215443,2806.6219,N,8242.9572,W,22.6,6.58,3.38,0.20,66.48,3.41,7.62,7.50,-0.33,
231214,215443.2,2806.6219,N,8242.9568,W,22.6,6.46,3.32,0.20,67.14,3.34,7.47,7.25,-0.40,
231214,215443.4,2806.6219,N,8242.9564,W,22.6,6.49,3.34,0.20,67.81,3.34,7.47,7.25,-0.37,
231214,215443.6,2806.6219,N,8242.9559,W,22.6,6.54,3.36,0.20,68.48,3.36,7.52,7.50,-0.23,
231214,215443.8,2806.622,N,8242.9554,W,22.6,6.78,3.49,0.20,69.18,3.46,7.75,7.50,-0.02,
231214,215444,2806.6221,N,8242.9548,W,22.7,7,3.60,0.20,69.89,3.57,7.99,7.75,0.17,
231214,215444.2,2806.6222,N,8242.9543,W,22.8,7.13,3.67,0.20,70.62,3.65,8.16,8.00,0.31,
231214,215444.4,2806.6223,N,8242.9537,W,22.8,7.22,3.71,0.20,71.36,3.70,8.28,8.25,0.36,
231214,215444.6,2806.6223,N,8242.9533,W,22.9,7.16,3.68,0.20,72.10,3.69,8.25,8.00,0.33,
231214,215444.8,2806.6223,N,8242.9528,W,22.9,7.22,3.71,0.20,72.84,3.71,8.30,8.25,0.25,
231214,215445,2806.6223,N,8242.9523,W,22.9,7.34,3.78,0.20,73.59,3.76,8.42,8.25,0.19,
231214,215445.2,2806.6223,N,8242.9518,W,22.9,7.33,3.77,0.20,74.35,3.77,8.43,8.25,0.12,
231214,215445.4,2806.6224,N,8242.9514,W,22.9,7.18,3.69,0.20,75.09,3.71,8.30,8.25,0.01,
231214,215445.6,2806.6224,N,8242.9509,W,22.9,7.14,3.67,0.20,75.82,3.68,8.23,8.00,-0.01,
231214,215445.8,2806.6224,N,8242.9505,W,22.8,7.15,3.68,0.20,76.56,3.68,8.23,8.00,-0.03,
231214,215446,2806.6224,N,8242.95,W,22.8,7.13,3.67,0.20,77.29,3.67,8.21,8.00,-0.09,
231214,215446.2,2806.6224,N,8242.9495,W,22.7,7.23,3.72,0.20,78.03,3.71,8.30,8.25,-0.06,
231214,215446.4,2806.6224,N,8242.9491,W,22.7,7.26,3.73,0.20,78.78,3.73,8.34,8.25,0.02,
231214,215446.6,2806.6224,N,8242.9486,W,22.7,7.19,3.70,0.20,79.52,3.70,8.29,8.25,0.02,
231214,215446.8,2806.6224,N,8242.9482,W,22.7,7.19,3.70,0.20,80.26,3.70,8.28,8.25,0.02,
231214,215447,2806.6223,N,8242.9477,W,22.8,7.32,3.77,0.20,81.01,3.75,8.40,8.25,0.08,
231214,215447.2,2806.6223,N,8242.9472,W,22.7,7.35,3.78,0.20,81.77,3.78,8.45,8.25,0.07,
231214,215447.4,2806.6222,N,8242.9468,W,22.7,7.38,3.80,0.20,82.52,3.79,8.48,8.25,0.06,
231214,215447.6,2806.6222,N,8242.9463,W,22.7,7.43,3.82,0.20,83.29,3.82,8.54,8.50,0.11,
231214,215447.8,2806.6221,N,8242.9458,W,22.7,7.5,3.86,0.20,84.06,3.85,8.61,8.50,0.15,
231214,215448,2806.622,N,8242.9454,W,22.7,7.53,3.87,0.20,84.83,3.87,8.66,8.50,0.12,
231214,215448.2,2806.622,N,8242.9449,W,22.7,7.4,3.81,0.20,85.60,3.82,8.54,8.50,0.04,
231214,215448.4,2806.622,N,8242.9444,W,22.7,7.29,3.75,0.20,86.35,3.76,8.42,8.25,-0.03,
231214,215448.6,2806.6221,N,8242.9438,W,22.7,7.4,3.81,0.20,87.11,3.80,8.50,8.25,-0.02,
231214,215448.8,2806.6221,N,8242.9433,W,22.7,7.6,3.91,0.20,87.89,3.89,8.70,8.50,0.04,
231214,215449,2806.6222,N,8242.9427,W,22.7,7.76,3.99,0.20,88.68,3.97,8.88,8.75,0.10,
231214,215449.2,2806.6222,N,8242.9422,W,22.7,7.71,3.97,0.20,89.47,3.97,8.88,8.75,0.15,
231214,215449.4,2806.6222,N,8242.9417,W,22.7,7.57,3.89,0.20,90.25,3.91,8.75,8.50,0.14,
231214,215449.6,2806.6223,N,8242.9411,W,22.7,7.54,3.88,0.20,91.03,3.88,8.69,8.50,0.09,
231214,215449.8,2806.6223,N,8242.9406,W,22.6,7.55,3.88,0.20,91.81,3.88,8.69,8.50,-0.00,
231214,215450,2806.6224,N,8242.9401,W,22.7,7.52,3.87,0.20,92.58,3.87,8.66,8.50,-0.10,
231214,215450.2,2806.6224,N,8242.9396,W,22.7,7.56,3.89,0.20,93.36,3.89,8.69,8.50,-0.08,
231214,215450.4,2806.6224,N,8242.9391,W,22.7,7.61,3.91,0.20,94.14,3.91,8.75,8.50,0.00,
231214,215450.6,2806.6224,N,8242.9386,W,22.6,7.66,3.94,0.20,94.93,3.93,8.80,8.75,0.05,
231214,215450.8,2806.6224,N,8242.9381,W,22.6,7.71,3.97,0.20,95.72,3.96,8.86,8.75,0.08,
231214,215451,2806.6224,N,8242.9375,W,22.6,7.8,4.01,0.20,96.52,4.00,8.95,8.75,0.13,
231214,215451.2,2806.6224,N,8242.937,W,22.6,7.89,4.06,0.20,97.33,4.05,9.06,9.00,0.16,
231214,215451.4,2806.6225,N,8242.9364,W,22.5,8.15,4.19,0.20,98.16,4.16,9.32,9.25,0.25,
231214,215451.6,2806.6225,N,8242.9358,W,22.5,8.25,4.24,0.20,99.01,4.23,9.46,9.25,0.29,
231214,215451.8,2806.6226,N,8242.9352,W,22.4,8.18,4.21,0.20,99.85,4.21,9.42,9.25,0.25,
231214,215452,2806.6226,N,8242.9346,W,22.4,8.18,4.21,0.20,100.69,4.21,9.42,9.25,0.21,
231214,215452.2,2806.6227,N,8242.9341,W,22.4,8.25,4.24,0.20,101.54,4.24,9.48,9.25,0.19,
231214,215452.4,2806.6227,N,8242.9335,W,22.4,8.39,4.32,0.20,102.40,4.30,9.62,9.50,0.14,
231214,215452.6,2806.6227,N,8242.9329,W,22.3,8.53,4.39,0.20,103.27,4.37,9.78,9.75,0.14,
231214,215452.8,2806.6226,N,8242.9324,W,22.3,8.59,4.42,0.20,104.16,4.41,9.86,9.75,0.20,
231214,215453,2806.6225,N,8242.9319,W,22.2,8.52,4.38,0.20,105.03,4.39,9.82,9.75,0.18,
231214,215453.2,2806.6224,N,8242.9314,W,22.2,8.53,4.39,0.20,105.91,4.39,9.82,9.75,0.15,
231214,215453.4,2806.6223,N,8242.9308,W,22.2,8.47,4.36,0.20,106.78,4.36,9.76,9.75,0.06,
231214,215453.6,2806.6222,N,8242.9303,W,22.1,8.37,4.31,0.20,107.65,4.32,9.66,9.50,-0.05,
231214,215453.8,2806.6222,N,8242.9298,W,22.1,8.39,4.32,0.20,108.51,4.32,9.66,9.50,-0.09,
231214,215454,2806.6221,N,8242.9293,W,22,8.3,4.27,0.20,109.37,4.28,9.57,9.50,-0.11,
231214,215454.2,2806.6219,N,8242.9288,W,22,8.17,4.20,0.20,110.21,4.22,9.44,9.25,-0.17,
231214,215454.4,2806.6218,N,8242.9283,W,22,8.28,4.26,0.20,111.06,4.25,9.51,9.50,-0.11,
231214,215454.6,2806.6217,N,8242.9278,W,22,8.48,4.36,0.20,111.93,4.34,9.71,9.50,0.02,
231214,215454.8,2806.6216,N,8242.9272,W,22,8.58,4.41,0.20,112.81,4.40,9.84,9.75,0.08,
231214,215455,2806.6215,N,8242.9267,W,22.1,8.69,4.47,0.20,113.70,4.46,9.97,9.75,0.18,
231214,215455.2,2806.6213,N,8242.9262,W,22.2,8.7,4.48,0.20,114.59,4.47,10.00,10.00,0.25,
231214,215455.4,2806.6211,N,8242.9257,W,22.2,8.71,4.48,0.20,115.49,4.48,10.02,10.00,0.23,
231214,215455.6,2806.6209,N,8242.9251,W,22.2,8.7,4.48,0.20,116.38,4.48,10.01,10.00,0.14,
231214,215455.8,2806.6208,N,8242.9246,W,22.2,8.6,4.42,0.20,117.27,4.43,9.92,9.75,0.04,
231214,215456,2806.6207,N,8242.924,W,22.2,8.58,4.41,0.20,118.15,4.42,9.88,9.75,-0.04,
231214,215456.2,2806.6206,N,8242.9235,W,22.3,8.56,4.40,0.20,119.04,4.41,9.86,9.75,-0.07,
231214,215456.4,2806.6205,N,8242.923,W,22.3,8.69,4.47,0.20,119.93,4.46,9.97,9.75,-0.02,
231214,215456.6,2806.6203,N,8242.9224,W,22.2,8.77,4.51,0.20,120.83,4.50,10.07,10.00,0.02,
231214,215456.8,2806.6201,N,8242.9219,W,22.1,8.76,4.51,0.20,121.73,4.51,10.08,10.00,0.07,
231214,215457,2806.6201,N,8242.9213,W,22,8.92,4.59,0.20,122.64,4.57,10.23,10.00,0.15,
231214,215457.2,2806.62,N,8242.9207,W,22.1,9.02,4.64,0.20,123.57,4.63,10.35,10.25,0.22,
231214,215457.4,2806.6199,N,8242.9201,W,22,9.05,4.66,0.20,124.50,4.65,10.40,10.25,0.19,
231214,215457.6,2806.6199,N,8242.9195,W,22,8.89,4.57,0.20,125.41,4.59,10.27,10.25,0.09,
231214,215457.8,2806.6198,N,8242.9189,W,22,8.88,4.57,0.20,126.33,4.57,10.23,10.00,0.07,
231214,215458,2806.6197,N,8242.9183,W,21.9,8.86,4.56,0.20,127.24,4.56,10.20,10.00,-0.01,
231214,215458.2,2806.6196,N,8242.9177,W,21.9,8.8,4.53,0.20,128.15,4.53,10.14,10.00,-0.09,
231214,215458.4,2806.6195,N,8242.9172,W,21.8,8.87,4.56,0.20,129.06,4.56,10.20,10.00,-0.09,
231214,215458.6,2806.6193,N,8242.9167,W,21.7,8.91,4.58,0.20,129.97,4.58,10.24,10.00,-0.01,
231214,215458.8,2806.6192,N,8242.9161,W,21.7,8.95,4.60,0.20,130.89,4.60,10.29,10.25,0.03,
231214,215459,2806.6191,N,8242.9156,W,21.6,9.03,4.65,0.20,131.82,4.64,10.37,10.25,0.08,
231214,215459.2,2806.6189,N,8242.915,W,21.6,9.01,4.63,0.20,132.75,4.63,10.37,10.25,0.10,
231214,215459.4,2806.6188,N,8242.9146,W,21.5,8.79,4.52,0.20,133.66,4.54,10.17,10.00,-0.01,
231214,215459.6,2806.6187,N,8242.914,W,21.5,9.03,4.65,0.20,134.58,4.62,10.35,10.25,0.05,
231214,215459.8,2806.6186,N,8242.9134,W,21.5,9.11,4.69,0.20,135.52,4.67,10.46,10.25,0.08,
231214,215500,2806.6185,N,8242.9129,W,21.5,9.02,4.64,0.20,136.45,4.65,10.40,10.25,0.01,
231214,215500.2,2806.6183,N,8242.9123,W,21.5,8.87,4.56,0.20,137.36,4.58,10.25,10.00,-0.06,
231214,215500.4,2806.6182,N,8242.9118,W,21.5,8.69,4.47,0.20,138.26,4.49,10.05,10.00,-0.05,
231214,215500.6,2806.6181,N,8242.9113,W,21.6,8.62,4.43,0.20,139.15,4.45,9.95,9.75,-0.18,
231214,215500.8,2806.618,N,8242.9108,W,21.6,8.63,4.44,0.20,140.04,4.44,9.94,9.75,-0.23,
231214,215501,2806.6179,N,8242.9103,W,21.6,8.85,4.55,0.20,140.94,4.53,10.14,10.00,-0.12,
231214,215501.2,2806.6177,N,8242.9097,W,21.6,8.95,4.60,0.20,141.86,4.59,10.27,10.25,0.01,
231214,215501.4,2806.6176,N,8242.9092,W,21.6,9.04,4.65,0.20,142.79,4.64,10.38,10.25,0.15,
231214,215501.6,2806.6174,N,8242.9086,W,21.6,9.11,4.69,0.20,143.73,4.68,10.46,10.25,0.23,
231214,215501.8,2806.6172,N,8242.9081,W,21.7,9.18,4.72,0.20,144.67,4.71,10.55,10.50,0.27,
231214,215502,2806.617,N,8242.9076,W,21.7,9.03,4.65,0.20,145.60,4.66,10.42,10.25,0.13,
231214,215502.2,2806.6171,N,8242.9068,W,21.7,9.14,4.70,0.20,146.54,4.69,10.50,10.50,0.10,
231214,215502.4,2806.617,N,8242.9063,W,21.7,9.15,4.71,0.20,147.48,4.70,10.52,10.50,0.07,
231214,215502.6,2806.6169,N,8242.9057,W,21.8,8.94,4.60,0.20,148.40,4.62,10.34,10.25,-0.06,
231214,215502.8,2806.6168,N,8242.9052,W,21.8,8.88,4.57,0.20,149.32,4.58,10.24,10.00,-0.13,
231214,215503,2806.6167,N,8242.9046,W,21.8,8.76,4.51,0.20,150.22,4.52,10.11,10.00,-0.14,
231214,215503.2,2806.6166,N,8242.904,W,21.8,8.86,4.56,0.20,151.13,4.55,10.18,10.00,-0.14,
231214,215503.4,2806.6164,N,8242.9034,W,21.9,8.88,4.57,0.20,152.05,4.56,10.21,10.00,-0.14,
231214,215503.6,2806.6163,N,8242.9029,W,22,8.76,4.51,0.20,152.95,4.52,10.11,10.00,-0.10,
231214,215503.8,2806.6161,N,8242.9025,W,22.1,8.54,4.39,0.20,153.83,4.42,9.88,9.75,-0.16,
231214,215504,2806.6159,N,8242.902,W,22.2,8.58,4.41,0.20,154.72,4.41,9.88,9.75,-0.11,
231214,215504.2,2806.6157,N,8242.9015,W,22.3,8.71,4.48,0.20,155.61,4.47,10.00,9.75,-0.08,
231214,215504.4,2806.6154,N,8242.901,W,22.4,8.92,4.59,0.20,156.52,4.56,10.21,10.00,-0.00,
231214,215504.6,2806.6152,N,8242.9005,W,22.5,8.88,4.57,0.20,157.44,4.57,10.22,10.00,0.05,
